index,price,carat
16502,5019,1.17
16503,1013,0.4
16504,3826,0.91
16505,545,0.3
16506,1245,0.43
16507,6265,1.01
16508,6604,1.05
16509,1301,0.59
16510,14217,1.52
16511,687,0.31
16512,15840,2.0
16513,807,0.46
16514,607,0.29
16515,1215,0.36
16516,2160,0.34
16517,2137,0.7
16518,3465,0.9
16519,6728,1.06
16520,732,0.31
16521,733,0.38
16522,649,0.37
16523,4508,0.9
16524,6019,1.2
16525,3644,0.93
16526,4120,1.11
16527,5296,1.15
16528,776,0.3
16529,4492,1.21
16530,6166,1.29
16531,453,0.26
16532,921,0.42
16533,14042,2.3
16534,544,0.31
16535,10589,1.52
16536,6002,1.07
16537,10214,1.52
16538,3732,0.76
16539,1080,0.32
16540,4641,1.12
16541,14040,2.01
16542,3004,0.78
16543,2062,0.51
16544,3425,0.91
16545,622,0.27
16546,4995,1.0
16547,3799,0.71
16548,521,0.33
16549,11624,1.4
16550,6600,1.0
16551,1295,0.41
16552,5713,1.01
16553,6708,1.08
16554,9359,1.54
16555,631,0.36
16556,6566,1.21
16557,453,0.26
16558,8774,1.28
16559,16575,2.25
16560,465,0.31
16561,4381,0.9
16562,8666,1.6
16563,1026,0.3
16564,8718,1.36
16565,1895,0.7
16566,625,0.31
16567,720,0.32
16568,5102,1.04
16569,2340,0.71
16570,6563,1.11
16571,539,0.39
16572,1129,0.43
16573,820,0.33
16574,477,0.3
16575,408,0.31
16576,2671,0.54
16577,3586,0.92
16578,1656,0.51
16579,3858,0.74
16580,1100,0.38
16581,982,0.5
16582,2314,0.7
16583,2894,0.76
16584,4790,1.08
16585,14691,2.2
16586,1068,0.41
16587,2604,0.71
16588,702,0.32
16589,6066,1.01
16590,6587,1.07
16591,2822,0.7
16592,1243,0.41
16593,2306,0.61
16594,3925,1.18
16595,2596,0.7
16596,421,0.3
16597,4488,1.08
16598,2200,0.7
16599,5493,1.02
16600,1888,0.56
16601,12100,1.18
16602,421,0.3
16603,1735,0.7
16604,7163,1.0
16605,2504,0.73
16606,10266,1.07
16607,18364,2.2
16608,12185,1.09
16609,5017,1.04
16610,6076,1.24
16611,525,0.25
16612,8481,1.08
16613,684,0.3
16614,526,0.3
16615,438,0.34
16616,771,0.41
16617,2947,0.7
16618,1076,0.41
16619,709,0.3
16620,1746,0.5
16621,2131,0.74
16622,12284,2.12
16623,811,0.37
16624,692,0.31
16625,9105,1.73
16626,704,0.4
16627,5102,0.9
16628,8109,1.77
16629,2655,0.79
16630,706,0.35
16631,3285,0.8
16632,631,0.33
16633,689,0.41
16634,1963,0.56
16635,870,0.41
16636,1949,0.7
16637,1373,0.5
16638,1440,0.63
16639,1056,0.43
16640,1754,0.57
16641,1263,0.4
16642,1374,0.5
16643,2450,0.71
16644,1173,0.46
16645,4368,1.2
16646,918,0.32
16647,1435,0.51
16648,1559,0.5
16649,805,0.39
16650,3061,0.71
16651,2272,0.5
16652,5504,1.05
16653,781,0.36
16654,6412,1.01
16655,1363,0.51
16656,8305,1.09
16657,969,0.41
16658,17816,2.11
16659,5607,1.29
16660,9576,1.52
16661,4972,1.01
16662,1710,0.5
16663,810,0.36
16664,13474,1.51
16665,1915,0.6
16666,11146,1.31
16667,1263,0.55
16668,1189,0.4
16669,788,0.35
16670,2375,0.54
16671,4900,1.03
16672,1005,0.42
16673,3580,0.71
16674,1326,0.42
16675,2768,0.7
16676,7607,1.0
16677,408,0.3
16678,6274,1.07
16679,1890,0.7
16680,10537,1.28
16681,791,0.37
16682,2005,0.53
16683,9716,2.43
16684,17504,2.33
16685,1551,0.55
16686,8403,1.01
16687,802,0.31
16688,11716,1.24
16689,2841,0.82
16690,1246,0.54
16691,547,0.24
16692,2876,0.73
16693,2948,0.9
16694,730,0.32
16695,11154,1.5
16696,2860,0.9
16697,2726,0.81
16698,4312,1.0
16699,5820,1.07
16700,6371,1.25
16701,1868,0.54
16702,13097,1.71
16703,1402,0.5
16704,581,0.38
16705,2388,0.7
16706,9897,1.04
16707,3622,0.7
16708,1086,0.47
16709,932,0.36
16710,789,0.3
16711,4603,1.03
16712,576,0.32
16713,5739,1.22
16714,1181,0.5
16715,3180,0.87
16716,1656,0.51
16717,844,0.3
16718,886,0.3
16719,3107,0.7
16720,4200,1.0
16721,1049,0.4
16722,1067,0.38
16723,7137,1.03
16724,1577,0.53
16725,683,0.41
16726,2287,0.5
16727,906,0.35
16728,2995,0.7
16729,1114,0.33
16730,12845,2.01
16731,4604,1.01
16732,1931,0.74
16733,6352,1.25
16734,6141,1.04
16735,1760,0.51
16736,909,0.41
16737,12681,2.01
16738,1791,0.5
16739,4959,1.13
16740,1975,0.55
16741,825,0.32
16742,492,0.33
16743,1192,0.41
16744,8580,1.5
16745,1031,0.42
16746,1040,0.42
16747,13853,1.5
16748,661,0.3
16749,4588,1.01
16750,926,0.32
16751,500,0.3
16752,5885,1.13
16753,2051,0.74
16754,13951,1.71
16755,5029,0.86
16756,3605,1.11
16757,1990,0.58
16758,2387,0.65
16759,1723,0.54
16760,7513,1.21
16761,5091,1.11
16762,18803,2.0
16763,740,0.25
16764,2746,0.73
16765,11154,1.01
16766,2844,0.79
16767,852,0.36
16768,759,0.3
16769,16339,1.6
16770,5492,1.05
16771,4634,1.01
16772,588,0.39
16773,12762,2.01
16774,911,0.3
16775,2546,0.57
16776,1724,0.7
16777,2031,0.53
16778,2262,0.76
16779,4199,1.03
16780,4759,1.01
16781,836,0.41
16782,5821,1.05
16783,1215,0.5
16784,8207,1.54
16785,473,0.37
16786,3337,1.01
16787,5706,1.09
16788,2862,0.7
16789,5361,1.05
16790,17548,1.57
16791,2206,0.62
16792,1286,0.5
16793,1211,0.38
16794,2084,0.51
16795,4627,1.08
16796,3248,0.61
16797,4987,1.12
16798,3142,1.02
16799,1076,0.41
16800,17029,1.54
16801,1569,0.51
16802,602,0.38
16803,5836,1.24
16804,965,0.33
16805,453,0.26
16806,4484,1.04
16807,4299,1.01
16808,1320,0.57
16809,4986,1.12
16810,1721,0.53
16811,6214,1.52
16812,4821,1.01
16813,3209,0.9
16814,710,0.3
16815,6810,1.1
16816,5042,1.22
16817,1237,0.51
16818,4182,0.97
16819,4981,1.09
16820,814,0.32
16821,4611,1.09
16822,5787,1.21
16823,6892,1.21
16824,2940,0.75
16825,5154,1.04
16826,6001,1.26
16827,7946,1.23
16828,1107,0.41
16829,1790,0.7
16830,6097,1.29
16831,1135,0.54
16832,6814,1.04
16833,878,0.41
16834,10241,1.16
16835,15105,1.8
16836,1064,0.38
16837,3669,0.85
16838,1815,0.57
16839,1102,0.36
16840,827,0.32
16841,1771,0.59
16842,1267,0.46
16843,911,0.3
16844,828,0.32
16845,432,0.3
16846,993,0.38
16847,593,0.31
16848,11523,1.57
16849,2720,0.55
16850,17723,1.52
16851,7508,1.71
16852,1404,0.48
16853,729,0.36
16854,11851,1.46
16855,4914,0.9
16856,865,0.31
16857,4315,0.81
16858,6704,1.22
16859,829,0.35
16860,8863,1.21
16861,540,0.32
16862,765,0.34
16863,3246,0.9
16864,6819,1.19
16865,1115,0.7
16866,8950,1.21
16867,1746,0.6
16868,4709,1.11
16869,1185,0.44
16870,638,0.3
16871,2599,0.73
16872,900,0.32
16873,566,0.35
16874,1436,0.5
16875,3465,1.25
16876,6645,1.03
16877,725,0.35
16878,1074,0.4
16879,772,0.44
16880,1094,0.43
16881,2458,0.71
16882,933,0.36
16883,4807,1.01
16884,1935,0.5
16885,856,0.53
16886,4060,1.03
16887,972,0.32
16888,4460,1.18
16889,3701,0.9
16890,5645,1.05
16891,625,0.31
16892,975,0.4
16893,13189,1.53
16894,4120,0.9
16895,1050,0.4
16896,9863,1.23
16897,1779,0.51
16898,3070,0.8
16899,18442,2.13
16900,9290,1.58
16901,1158,0.4
16902,3507,1.03
16903,799,0.27
16904,1212,0.38
16905,3204,0.7
16906,2585,0.72
16907,1200,0.4
16908,7508,1.2
16909,4665,0.98
16910,499,0.3
16911,1385,0.6
16912,6606,1.0
16913,17983,2.01
16914,708,0.32
16915,743,0.33
16916,413,0.3
16917,432,0.3
16918,397,0.26
16919,7817,1.41
16920,10752,1.0
16921,6598,1.01
16922,5268,1.2
16923,3265,0.7
16924,924,0.31
16925,14231,1.4
16926,2387,0.71
16927,10016,1.13
16928,3740,1.0
16929,732,0.31
16930,2095,0.57
16931,2482,0.81
16932,649,0.37
16933,16383,2.01
16934,891,0.44
16935,2052,0.5
16936,2626,0.72
16937,3145,0.9
16938,832,0.38
16939,1079,0.41
16940,2362,0.7
16941,2147,0.57
16942,4852,1.22
16943,1349,0.48
16944,2898,0.79
16945,8358,1.06
16946,15370,1.02
16947,6552,1.5
16948,6759,1.01
16949,17191,1.75
16950,3145,0.71
16951,7284,1.47
16952,830,0.41
16953,1656,0.51
16954,6627,1.06
16955,691,0.3
16956,552,0.3
16957,4124,0.71
16958,8104,2.01
16959,2984,0.9
16960,844,0.3
16961,13109,2.02
16962,2241,0.7
16963,5215,1.01
16964,565,0.31
16965,6250,1.03
16966,594,0.33
16967,4037,0.92
16968,1812,0.51
16969,11048,1.55
16970,1014,0.34
16971,1115,0.41
16972,707,0.32
16973,2103,0.71
16974,16707,2.36
16975,16170,2.43
16976,6223,1.21
16977,2171,0.7
16978,8736,1.5
16979,15081,1.01
16980,2026,0.76
16981,920,0.41
16982,15415,1.54
16983,1751,0.51
16984,9442,1.2
16985,2507,0.57
16986,8818,1.48
16987,3607,1.13
16988,8275,1.2
16989,15851,2.0
16990,3795,1.21
16991,1348,0.44
16992,758,0.32
16993,1008,0.4
16994,982,0.4
16995,5457,1.13
16996,1063,0.35
16997,1192,0.41
16998,1320,0.55
16999,1813,0.51
17000,1439,0.41
17001,1941,0.72
17002,8419,1.4
17003,16955,1.7
17004,923,0.41
17005,1155,0.44
17006,705,0.25
17007,1050,0.4
17008,593,0.3
17009,14407,1.12
17010,1706,0.56
17011,1694,0.56
17012,5152,1.0
17013,827,0.41
17014,646,0.27
17015,444,0.29
17016,616,0.3
17017,816,0.31
17018,871,0.38
17019,854,0.33
17020,1046,0.31
17021,6108,1.01
17022,702,0.32
17023,6078,1.34
17024,7378,1.25
17025,631,0.36
17026,2077,0.55
17027,491,0.35
17028,579,0.33
17029,1356,0.41
17030,4228,0.92
17031,11760,1.51
17032,1349,0.51
17033,10329,1.1
17034,3845,0.74
17035,8910,1.5
17036,6006,1.0
17037,1354,0.5
17038,6737,1.11
17039,15118,1.51
17040,1203,0.52
17041,6600,1.0
17042,9494,1.59
17043,725,0.41
17044,5315,1.18
17045,17489,2.02
17046,6871,1.21
17047,14372,1.5
17048,6459,1.22
17049,3423,0.91
17050,2512,0.74
17051,1141,0.52
17052,481,0.34
17053,2769,0.74
17054,2066,0.56
17055,4154,1.01
17056,1046,0.51
17057,3742,1.08
17058,621,0.33
17059,3732,1.19
17060,3879,0.91
17061,7688,1.1
17062,532,0.26
17063,9260,1.18
17064,18779,2.06
17065,3899,1.18
17066,9023,1.16
17067,6787,1.01
17068,3548,0.9
17069,3246,1.03
17070,1781,0.53
17071,4666,0.93
17072,5177,1.08
17073,1183,0.39
17074,2029,0.61
17075,451,0.39
17076,5599,1.01
17077,2294,0.55
17078,2686,0.71
17079,5630,1.12
17080,514,0.26
17081,4448,0.93
17082,2659,0.71
17083,3112,0.71
17084,2028,0.71
17085,884,0.42
17086,12872,1.51
17087,3801,1.01
17088,1255,0.41
17089,7917,1.11
17090,644,0.35
17091,1115,0.41
17092,530,0.23
17093,4054,0.88
17094,681,0.37
17095,509,0.35
17096,5398,1.02
17097,582,0.25
17098,956,0.34
17099,777,0.28
17100,6927,1.73
17101,6261,1.0
17102,2000,0.7
17103,7220,1.04
17104,1770,0.56
17105,1027,0.38
17106,4191,0.91
17107,11379,1.53
17108,3578,0.9
17109,593,0.31
17110,4924,0.9
17111,11263,1.51
17112,1828,0.52
17113,6040,1.07
17114,1369,0.52
17115,844,0.3
17116,11459,1.31
17117,4174,1.0
17118,754,0.43
17119,1707,0.52
17120,1080,0.32
17121,1089,0.44
17122,3692,1.03
17123,13134,1.83
17124,1069,0.38
17125,1906,0.52
17126,8006,1.11
17127,5995,1.01
17128,1857,0.53
17129,5641,1.23
17130,4284,1.02
17131,790,0.4
17132,8213,1.22
17133,532,0.28
17134,4969,1.01
17135,1114,0.33
17136,803,0.34
17137,2215,0.71
17138,3504,0.7
17139,8033,1.51
17140,493,0.31
17141,2666,0.72
17142,4298,0.91
17143,4223,0.76
17144,11613,1.59
17145,1031,0.44
17146,1290,0.39
17147,982,0.4
17148,8005,1.02
17149,4719,1.12
17150,716,0.32
17151,3328,0.88
17152,5335,1.11
17153,4566,1.01
17154,4552,1.27
17155,1712,0.56
17156,2062,0.62
17157,746,0.37
17158,756,0.32
17159,11003,1.22
17160,3690,0.72
17161,4113,0.82
17162,3003,0.76
17163,1243,0.53
17164,5266,1.21
17165,6093,1.28
17166,9987,1.5
17167,722,0.41
17168,3038,0.7
17169,3543,0.75
17170,2666,0.83
17171,1294,0.59
17172,2897,0.74
17173,596,0.34
17174,10161,1.2
17175,5190,1.21
17176,972,0.32
17177,6415,1.08
17178,4268,0.8
17179,2230,0.7
17180,12300,3.24
17181,2290,0.7
17182,608,0.36
17183,1993,0.54
17184,1250,0.5
17185,4077,1.0
17186,1754,0.54
17187,3267,0.7
17188,1847,0.54
17189,15007,2.1
17190,3459,0.72
17191,4523,0.9
17192,7372,1.2
17193,1419,0.59
17194,1088,0.52
17195,15917,2.39
17196,2263,0.6
17197,4032,1.0
17198,5184,1.21
17199,933,0.36
17200,13483,1.52
17201,1002,0.33
17202,801,0.36
17203,743,0.33
17204,1786,0.55
17205,16316,1.74
17206,1153,0.41
17207,5051,2.0
17208,514,0.3
17209,1988,0.72
17210,1555,0.52
17211,1029,0.36
17212,559,0.24
17213,1239,0.51
17214,885,0.51
17215,7203,1.16
17216,6653,1.1
17217,2266,0.53
17218,710,0.3
17219,5538,1.01
17220,1130,0.46
17221,2728,0.73
17222,807,0.4
17223,4073,1.11
17224,9304,1.18
17225,16297,1.64
17226,496,0.29
17227,432,0.24
17228,1664,0.52
17229,658,0.3
17230,2276,0.7
17231,680,0.31
17232,971,0.37
17233,5459,1.06
17234,1123,0.39
17235,541,0.29
17236,2033,0.82
17237,3875,0.9
17238,1159,0.43
17239,4399,0.77
17240,5861,1.01
17241,576,0.32
17242,1442,0.51
17243,1695,0.54
17244,2647,0.71
17245,1978,0.7
17246,12683,2.01
17247,802,0.31
17248,3941,0.92
17249,2677,0.77
17250,1292,0.52
17251,586,0.27
17252,661,0.43
17253,854,0.33
17254,2841,0.82
17255,2141,0.6
17256,767,0.35
17257,900,0.32
17258,13768,1.52
17259,1808,0.96
17260,589,0.32
17261,965,0.33
17262,7513,1.29
17263,1918,0.55
17264,6720,1.0
17265,1574,0.51
17266,8705,1.27
17267,1931,0.6
17268,2442,0.56
17269,6542,1.18
17270,625,0.31
17271,6560,1.03
17272,1069,0.38
17273,1404,0.4
17274,6296,1.0
17275,7190,1.0
17276,1668,0.51
17277,2564,0.73
17278,8055,1.55
17279,407,0.3
17280,4183,0.9
17281,1610,0.73
17282,2084,0.64
17283,6882,1.01
17284,858,0.37
17285,1737,0.52
17286,3740,0.72
17287,2599,0.76
17288,814,0.3
17289,3312,0.8
17290,975,0.5
17291,2482,0.71
17292,2623,0.71
17293,4082,0.9
17294,625,0.42
17295,14205,1.51
17296,2912,0.73
17297,1158,0.44
17298,2398,0.7
17299,9526,1.62
17300,779,0.41
17301,3198,0.73
17302,684,0.31
17303,2491,0.91
17304,4419,0.9
17305,4137,0.9
17306,4827,1.1
17307,1250,0.5
17308,14334,1.51
17309,3350,0.9
17310,1079,0.41
17311,940,0.32
17312,2721,0.78
17313,2258,0.67
17314,4204,1.05
17315,959,0.33
17316,764,0.3
17317,14542,1.97
17318,9296,2.0
17319,9660,1.0
17320,6112,1.18
17321,2389,0.76
17322,891,0.33
17323,3420,0.72
17324,4534,0.93
17325,6854,1.02
17326,5687,1.01
17327,833,0.37
17328,1033,0.34
17329,15032,1.83
17330,10577,3.02
17331,17597,1.7
17332,7198,1.01
17333,608,0.33
17334,600,0.26
17335,1282,0.45
17336,6563,1.01
17337,8205,1.53
17338,513,0.23
17339,2138,0.52
17340,449,0.24
17341,720,0.32
17342,698,0.31
17343,789,0.36
17344,1176,0.38
17345,1295,0.41
17346,3104,0.9
17347,4435,1.04
17348,8436,1.2
17349,376,0.23
17350,1815,0.52
17351,655,0.3
17352,3423,0.91
17353,2277,0.72
17354,5243,1.21
17355,2841,0.73
17356,5008,1.27
17357,729,0.3
17358,5067,1.01
17359,779,0.32
17360,2637,0.71
17361,1679,0.56
17362,3468,0.9
17363,1061,0.41
17364,1792,0.5
17365,2651,0.72
17366,2234,0.7
17367,773,0.35
17368,453,0.31
17369,526,0.3
17370,6811,1.28
17371,1196,0.44
17372,645,0.32
17373,4269,0.9
17374,925,0.4
17375,2368,0.71
17376,2316,0.6
17377,6017,1.36
17378,552,0.35
17379,2508,0.71
17380,995,0.34
17381,15240,1.5
17382,3251,0.71
17383,1260,0.54
17384,1614,0.5
17385,1010,0.4
17386,1389,0.42
17387,916,0.4
17388,855,0.4
17389,3365,0.75
17390,17194,1.67
17391,4369,1.01
17392,734,0.31
17393,3074,0.78
17394,8396,1.51
17395,982,0.31
17396,1781,0.51
17397,8476,1.39
17398,513,0.31
17399,10671,2.01
17400,688,0.3
17401,576,0.32
17402,756,0.32
17403,621,0.3
17404,7279,1.21
17405,4727,1.01
17406,1291,0.62
17407,730,0.32
17408,1819,0.56
17409,5893,1.21
17410,4795,0.9
17411,5204,1.01
17412,4816,1.0
17413,4739,0.91
17414,5315,1.11
17415,874,0.37
17416,710,0.3
17417,17535,1.97
17418,2352,0.5
17419,526,0.25
17420,458,0.23
17421,627,0.31
17422,5470,1.0
17423,11650,1.54
17424,1385,0.52
17425,823,0.42
17426,1436,0.51
17427,3447,0.9
17428,1667,0.55
17429,891,0.38
17430,1548,0.45
17431,802,0.31
17432,942,0.31
17433,9229,1.6
17434,5092,1.17
17435,4824,1.21
17436,5463,1.29
17437,1709,0.62
17438,818,0.41
17439,7147,1.19
17440,3662,1.09
17441,1318,0.53
17442,678,0.24
17443,2732,0.72
17444,4478,1.12
17445,5361,1.12
17446,928,0.33
17447,693,0.33
17448,816,0.31
17449,5523,1.03
17450,3533,0.77
17451,15955,2.01
17452,413,0.27
17453,446,0.31
17454,3153,0.9
17455,696,0.34
17456,4513,0.93
17457,12840,1.52
17458,4277,1.04
17459,9974,1.76
17460,5696,2.01
17461,10428,1.52
17462,9444,1.7
17463,696,0.34
17464,545,0.3
17465,7991,1.51
17466,1768,0.55
17467,2941,0.79
17468,2763,0.77
17469,1050,0.4
17470,5397,1.22
17471,1858,0.72
17472,1630,0.55
17473,8498,1.25
17474,3920,0.7
17475,1433,0.39
17476,2863,0.71
17477,709,0.3
17478,1293,0.52
17479,6887,1.21
17480,752,0.33
17481,3043,0.72
17482,739,0.36
17483,984,0.35
17484,6804,1.0
17485,5587,1.15
17486,798,0.4
17487,3378,0.73
17488,2317,0.79
17489,4484,1.04
17490,2945,0.78
17491,898,0.35
17492,2317,0.7
17493,1624,0.5
17494,3175,0.7
17495,564,0.33
17496,1755,0.5
17497,14032,1.08
17498,760,0.27
17499,1443,0.51
17500,13373,2.07
17501,950,0.33
17502,18522,2.38
17503,1974,0.51
17504,914,0.31
17505,1084,0.4
17506,1323,0.41
17507,6025,1.21
17508,4704,1.0
17509,865,0.31
17510,1547,0.42
17511,1240,0.46
17512,3556,0.9
17513,612,0.4
17514,5217,1.23
17515,2973,0.7
17516,730,0.33
17517,610,0.3
17518,3724,0.9
17519,18231,2.04
17520,9000,1.05
17521,8024,1.61
17522,5014,1.02
17523,4853,1.01
17524,2596,0.7
17525,3818,1.01
17526,9467,1.51
17527,2799,0.82
17528,650,0.28
17529,828,0.44
17530,3066,0.71
17531,558,0.31
17532,1084,0.34
17533,14067,1.5
17534,503,0.28
17535,2865,0.73
17536,5224,1.01
17537,3847,1.06
17538,4456,1.11
17539,4662,1.11
17540,918,0.32
17541,9123,1.66
17542,537,0.34
17543,1077,0.39
17544,2662,0.7
17545,1018,0.32
17546,2905,0.86
17547,12725,1.11
17548,3381,0.71
17549,605,0.3
17550,5569,1.02
17551,1100,0.52
17552,552,0.3
17553,4838,0.9
17554,1286,0.43
17555,7032,1.09
17556,4468,1.01
17557,588,0.33
17558,775,0.41
17559,4532,1.11
17560,1100,0.51
17561,3158,0.8
17562,2245,0.7
17563,915,0.4
17564,11649,1.37
17565,420,0.32
17566,1680,0.51
17567,1125,0.4
17568,605,0.3
17569,941,0.37
17570,3489,0.9
17571,9124,1.52
17572,5088,1.12
17573,7792,1.01
17574,10959,1.51
17575,1170,0.32
17576,10071,1.31
17577,5407,1.23
17578,5899,1.2
17579,10669,1.62
17580,560,0.27
17581,1571,0.57
17582,2586,0.73
17583,2231,0.7
17584,825,0.32
17585,2364,0.72
17586,1631,0.53
17587,540,0.3
17588,1400,0.42
17589,8688,1.01
17590,776,0.3
17591,15151,1.73
17592,2958,0.72
17593,574,0.31
17594,487,0.28
17595,2847,0.76
17596,1746,0.5
17597,429,0.27
17598,4990,1.02
17599,5805,1.16
17600,2163,0.85
17601,625,0.31
17602,405,0.3
17603,765,0.34
17604,628,0.32
17605,1656,0.51
17606,10576,1.51
17607,12529,1.75
17608,1229,0.4
17609,915,0.41
17610,880,0.34
17611,480,0.33
17612,1166,0.4
17613,645,0.32
17614,1651,0.52
17615,10412,1.11
17616,3550,0.92
17617,452,0.26
17618,686,0.34
17619,3888,1.01
17620,2194,0.7
17621,5813,1.13
17622,678,0.4
17623,745,0.34
17624,3229,0.96
17625,900,0.49
17626,561,0.32
17627,695,0.31
17628,4828,1.2
17629,15587,2.01
17630,2631,0.74
17631,3400,0.88
17632,600,0.23
17633,6626,1.2
17634,622,0.3
17635,942,0.31
17636,943,0.43
17637,5759,1.28
17638,1556,0.55
17639,3894,0.76
17640,2537,0.7
17641,1806,0.52
17642,7987,1.55
17643,15378,1.51
17644,4381,1.02
17645,1947,0.52
17646,5301,1.26
17647,16693,2.03
17648,1168,0.31
17649,3247,0.7
17650,954,0.32
17651,6352,1.0
17652,2633,0.7
17653,1574,0.51
17654,1114,0.33
17655,936,0.32
17656,1142,0.42
17657,2834,0.53
17658,867,0.32
17659,2724,0.72
17660,4717,1.08
17661,943,0.38
17662,8381,1.23
17663,4355,1.01
17664,1715,0.5
17665,10090,1.3
17666,579,0.33
17667,2591,0.77
17668,3754,1.06
17669,15145,2.01
17670,1278,0.54
17671,11654,1.14
17672,601,0.3
17673,6997,1.23
17674,15941,1.7
17675,2150,0.7
17676,13278,2.5
17677,8877,1.21
17678,599,0.26
17679,6279,1.05
17680,4398,1.02
17681,814,0.32
17682,1412,0.53
17683,1170,0.51
17684,1361,0.56
17685,3189,0.91
17686,3084,0.81
17687,1629,0.5
17688,15238,2.2
17689,499,0.3
17690,3905,1.23
17691,815,0.29
17692,1774,0.52
17693,2376,0.55
17694,1253,0.44
17695,1116,0.35
17696,2216,0.75
17697,882,0.4
17698,660,0.32
17699,4389,1.0
17700,765,0.34
17701,1436,0.5
17702,8421,1.46
17703,516,0.31
17704,1031,0.42
17705,1170,0.39
17706,3107,0.79
17707,2282,0.7
17708,540,0.3
17709,1035,0.5
17710,16025,2.23
17711,754,0.35
17712,2777,0.7
17713,5647,1.51
17714,10949,1.12
17715,4554,1.07
17716,8788,1.12
17717,5806,1.0
17718,723,0.38
17719,5610,1.1
17720,10333,1.7
17721,6532,1.08
17722,6246,1.56
17723,776,0.3
17724,813,0.41
17725,3588,0.82
17726,980,0.4
17727,421,0.32
17728,942,0.31
17729,7037,1.01
17730,1939,0.54
17731,14352,1.5
17732,697,0.38
17733,4829,1.01
17734,18077,2.01
17735,2373,0.61
17736,11780,2.01
17737,752,0.33
17738,447,0.3
17739,704,0.43
17740,4994,1.12
17741,886,0.3
17742,2307,0.54
17743,956,0.34
17744,796,0.27
17745,2841,1.0
17746,1421,0.55
17747,755,0.31
17748,4459,1.02
17749,1058,0.57
17750,17666,2.29
17751,5422,1.01
17752,18371,2.0
17753,2062,0.71
17754,1083,0.46
17755,397,0.27
17756,5699,1.2
17757,15825,2.21
17758,12495,1.65
17759,523,0.31
17760,809,0.46
17761,1140,0.32
17762,4916,1.0
17763,526,0.3
17764,1815,0.52
17765,452,0.31
17766,1799,0.72
17767,4566,0.91
17768,726,0.43
17769,8820,1.5
17770,5723,1.46
17771,8850,1.05
17772,9230,1.23
17773,6856,1.08
17774,11435,1.51
17775,1007,0.41
17776,828,0.32
17777,925,0.37
17778,780,0.34
17779,668,0.33
17780,1410,0.57
17781,2736,0.77
17782,1292,0.54
17783,7608,1.11
17784,5551,1.2
17785,675,0.3
17786,1639,0.55
17787,2995,0.73
17788,2386,0.71
17789,1043,0.4
17790,1803,0.52
17791,3148,0.7
17792,5497,1.02
17793,368,0.3
17794,5050,1.01
17795,3530,1.03
17796,842,0.4
17797,18295,2.01
17798,5491,1.03
17799,990,0.4
17800,1437,0.46
17801,906,0.35
17802,7638,1.55
17803,5996,1.29
17804,3033,0.71
17805,2975,0.7
17806,1289,0.52
17807,4482,0.92
17808,461,0.31
17809,1289,0.52
17810,3599,1.02
17811,667,0.4
17812,3332,0.9
17813,12095,2.54
17814,11437,1.6
17815,3499,1.01
17816,15788,1.5
17817,2610,0.71
17818,650,0.3
17819,583,0.23
17820,17447,2.0
17821,8238,1.26
17822,769,0.26
17823,14799,2.01
17824,671,0.41
17825,1406,0.51
17826,977,0.4
17827,7560,1.18
17828,990,0.4
17829,803,0.36
17830,3142,1.0
17831,3945,1.01
17832,980,0.33
17833,16778,2.01
17834,2598,0.77
17835,2875,1.0
17836,3452,0.93
17837,3053,0.81
17838,5031,1.07
17839,3796,1.01
17840,1653,0.5
17841,7695,1.51
17842,702,0.4
17843,6271,1.01
17844,4989,1.01
17845,4846,0.9
17846,4413,1.03
17847,8911,1.53
17848,5041,1.01
17849,3975,1.0
17850,2039,0.7
17851,884,0.42
17852,4890,1.04
17853,472,0.23
17854,2107,0.7
17855,4020,0.97
17856,449,0.32
17857,1827,0.53
17858,2184,0.77
17859,6028,1.0
17860,642,0.31
17861,14603,1.7
17862,845,0.41
17863,605,0.3
17864,919,0.43
17865,1115,0.41
17866,391,0.23
17867,776,0.3
17868,1280,0.5
17869,14810,2.04
17870,11988,2.0
17871,2593,0.7
17872,804,0.4
17873,1076,0.41
17874,2534,0.81
17875,6730,1.07
17876,12209,1.7
17877,4243,1.01
17878,1748,0.52
17879,2797,0.72
17880,3354,1.07
17881,2427,0.7
17882,2998,0.72
17883,1803,0.53
17884,1629,0.5
17885,15450,2.05
17886,5016,1.2
17887,2862,0.8
17888,7504,1.34
17889,3696,1.0
17890,1613,0.57
17891,730,0.33
17892,675,0.3
17893,2178,0.71
17894,666,0.37
17895,5366,1.03
17896,11442,1.01
17897,645,0.32
17898,664,0.29
17899,562,0.31
17900,621,0.41
17901,10277,1.51
17902,6045,1.13
17903,4466,0.9
17904,1221,0.47
17905,1598,0.53
17906,5438,1.11
17907,5993,1.82
17908,642,0.3
17909,2959,0.74
17910,844,0.3
17911,998,0.36
17912,758,0.32
17913,874,0.31
17914,3052,0.77
17915,1009,0.39
17916,2772,0.58
17917,5432,1.02
17918,12098,1.57
17919,18206,2.01
17920,1691,0.51
17921,1117,0.58
17922,4829,1.1
17923,5226,1.01
17924,1151,0.41
17925,18640,2.09
17926,4860,0.71
17927,4096,1.11
17928,2012,0.52
17929,5816,1.09
17930,1035,0.5
17931,1754,0.54
17932,15226,1.51
17933,5952,1.05
17934,4503,0.93
17935,1289,0.38
17936,5677,1.09
17937,4666,1.24
17938,2846,0.72
